"F1","F2","F3","F4","F5","F6","F7","F8","class"
"F",0.455,NA,0.12,0.4555,0.1945,0.1045,0.1375,"A"
"I",NA,0.34,0.12,0.4925,NA,0.1075,NA,"A"
"I",0.475,NA,0.11,0.494,NA,0.109,NA,"A"
"F",NA,NA,0.16,0.9715,NA,0.255,NA,"C"
"F",0.635,NA,0.015,1.1565,0.5115,0.308,0.2885,"B"
"I",NA,0.2,0.08,0.0995,NA,0.0225,NA,"A"
"F",NA,NA,0.17,1.247,0.48,0.225,NA,"C"
"M",NA,0.535,0.175,1.432,0.637,0.247,0.46,"C"
"I",0.435,0.33,0.095,0.393,0.219,0.075,NA,"A"
"M",NA,NA,0.165,1.307,NA,0.2545,0.315,"B"
"M",NA,NA,0.145,0.778,NA,0.1545,NA,"A"
"F",NA,0.375,0.11,0.5805,0.2865,0.118,NA,"A"
"F",0.445,NA,0.11,0.4355,NA,0.1095,NA,"A"
"F",0.61,0.495,0.175,1.2635,NA,0.315,NA,"B"
"F",NA,NA,0.135,0.556,NA,0.1315,NA,"B"
"F",0.565,0.4,0.13,0.6975,NA,0.1665,NA,"A"
"M",NA,0.505,0.17,1.0915,NA,0.266,NA,"B"
"M",NA,NA,0.115,0.406,0.166,0.0935,NA,"A"
"I",0.365,NA,0.115,0.218,NA,0.0445,0.07,"B"
"I",NA,NA,0.13,0.607,0.2355,0.125,0.195,"A"
"I",NA,0.365,0.14,0.4475,NA,0.0925,NA,"A"
"F",NA,0.485,0.19,1.1745,NA,0.2305,NA,"C"
"F",NA,0.44,0.15,0.9475,NA,0.239,0.275,"A"
"F",0.61,0.485,0.17,1.1005,0.5125,0.229,0.305,"C"
"F",0.57,NA,0.19,1.018,NA,0.207,NA,"B"
"M",0.47,0.385,0.135,0.5895,NA,0.12,0.17,"A"
"I",NA,NA,0.09,0.2075,NA,0.039,0.062,"A"
"I",NA,NA,0.16,0.51,0.1615,0.073,NA,"C"
"F",0.645,NA,0.2,1.5675,0.621,0.367,NA,"C"
"F",NA,NA,0.15,0.875,NA,0.1755,0.2765,"B"
"F",NA,0.51,0.185,1.235,0.5115,0.349,0.3065,"C"
"F",NA,0.435,0.15,0.8715,0.4755,0.1835,NA,"B"
"M",0.72,0.575,0.23,2.2695,NA,0.3985,NA,"C"
"F",0.62,0.475,0.16,1.3245,NA,0.233,0.3275,"B"
"F",NA,0.525,0.19,1.8085,0.7035,0.3885,NA,"C"
"M",0.685,0.52,0.15,1.343,NA,0.292,NA,"C"
"M",NA,NA,0.05,0.032,NA,0.008,NA,"A"
"M",0.565,NA,0.15,0.99,NA,0.1825,NA,"A"
"M",NA,0.465,0.15,1.027,NA,0.188,NA,"A"
"F",0.57,NA,0.165,1.0595,0.44,0.2195,0.285,"C"
"M",NA,0.515,0.17,1.331,NA,0.3005,0.361,"B"
"I",0.585,0.46,0.145,0.8465,NA,0.167,0.295,"B"
"M",NA,NA,0.135,0.528,0.2,0.1395,0.16,"C"
"I",0.605,NA,0.14,0.939,0.3385,0.201,0.32,"C"
"F",0.45,NA,0.125,0.4435,0.185,0.09,0.145,"C"
"F",NA,0.495,0.155,1.337,NA,0.3195,NA,"B"
"I",0.255,NA,0.07,0.0815,NA,0.016,NA,"A"
"M",0.56,NA,0.165,0.86,NA,0.1695,0.245,"C"
"I",0.44,NA,0.13,0.4495,NA,0.0835,0.134,"A"
"M",NA,NA,0.095,0.197,NA,0.05,0.07,"B"
"M",NA,0.405,0.135,0.7575,0.3305,0.216,0.195,"B"
"M",0.625,NA,0.165,1.1165,0.4895,0.2615,NA,"C"
"I",0.495,0.39,0.125,0.6655,NA,0.162,0.2,"C"
"I",0.65,0.525,0.18,1.626,NA,0.3445,NA,"C"
"I",NA,0.43,0.165,0.9845,NA,0.207,NA,"A"
"I",NA,0.29,0.095,0.3,NA,0.068,0.078,"A"
"F",0.65,0.59,0.22,1.662,NA,0.378,NA,"C"
"I",0.255,0.19,0.05,0.083,NA,0.0215,NA,"A"
"M",NA,0.305,0.105,0.282,NA,0.065,NA,"B"
"I",0.52,NA,0.16,0.595,NA,0.142,0.26,"C"
"F",NA,NA,0.19,1.496,NA,0.2815,NA,"C"
"M",0.575,NA,0.13,0.785,NA,0.193,NA,"B"
"M",NA,NA,0.175,1.4105,NA,0.322,0.3465,"B"
"I",NA,NA,0.07,0.151,0.063,0.0405,NA,"A"
"M",NA,NA,0.155,0.9125,NA,0.271,0.35,"B"
"I",NA,NA,0.125,0.562,0.2505,0.1345,0.1525,"A"
"F",0.625,0.5,0.15,0.953,0.3445,0.2235,0.305,"C"
"I",NA,0.46,0.145,0.9005,NA,0.158,NA,"C"
"I",0.625,NA,0.175,1.411,NA,0.297,0.395,"C"
"F",0.59,NA,0.165,1.161,NA,0.2455,0.28,"C"
"M",NA,NA,0.19,1.4995,NA,0.4005,0.395,"C"
"F",NA,NA,0.16,0.368,0.173,0.0705,NA,"A"
"M",0.64,NA,0.175,1.4585,NA,0.266,0.4395,"C"
"F",0.535,0.415,0.185,0.8415,NA,0.1585,NA,"C"
"I",NA,NA,0.115,0.465,0.21,0.1055,NA,"A"
"F",0.72,0.565,0.17,1.613,NA,0.3255,NA,"C"
"I",0.465,0.36,0.105,0.452,0.22,0.159,0.1035,"B"
"F",0.645,0.52,0.175,1.3345,0.667,0.2665,0.355,"B"
"F",NA,0.45,0.15,0.938,NA,0.203,NA,"A"
"M",0.61,NA,0.175,1.024,NA,0.261,NA,"B"
"M",NA,NA,0.13,0.7075,NA,0.1585,0.18,"A"
"F",NA,0.42,0.13,0.699,NA,0.1565,NA,"A"
"M",NA,NA,0.145,0.884,0.3835,0.1905,NA,"A"
"I",0.63,0.465,0.15,1.0315,NA,0.24,0.325,"C"
"I",NA,0.195,0.09,0.1125,NA,0.0295,0.0355,"A"
"M",NA,NA,0.115,0.9085,0.398,0.197,NA,"C"
"I",NA,0.325,0.11,0.367,0.1595,0.08,NA,"A"
"F",NA,0.48,0.16,1.199,0.5265,0.335,NA,"C"
"M",0.56,NA,0.13,0.7615,NA,0.17,NA,"A"
"F",0.56,0.435,0.125,0.8775,NA,0.2145,NA,"C"
"F",NA,0.46,0.15,1.1155,NA,0.2255,NA,"A"
"M",NA,0.405,0.13,0.7185,NA,0.1975,NA,"A"
"F",0.525,NA,0.14,0.724,0.3475,0.173,0.175,"A"
"F",0.495,0.385,0.13,0.6905,0.3125,0.179,NA,"B"
"I",0.435,0.335,0.11,0.411,0.2025,0.0945,0.1,"A"
"I",0.46,NA,0.1,0.471,NA,0.077,NA,"A"
"I",NA,0.34,0.1,0.386,NA,0.0875,NA,"A"
"I",NA,0.11,0.025,0.018,NA,0.0055,NA,"A"
"I",NA,0.34,0.125,0.4045,0.171,0.07,NA,"A"
"I",0.535,NA,0.155,0.8075,NA,0.148,NA,"B"
"M",0.51,NA,0.13,0.6435,NA,0.1665,NA,"C"
"M",0.38,0.29,0.12,0.283,NA,0.0655,NA,"B"
"M",0.595,NA,0.15,1.044,0.518,0.2205,0.27,"B"
"I",NA,NA,0.14,0.5495,0.248,0.112,NA,"A"
"M",0.48,0.375,0.115,0.6765,0.3205,0.1065,0.17,"A"
"I",0.325,NA,0.07,0.161,NA,0.0255,0.045,"A"
"M",0.55,NA,0.13,0.8395,0.3155,0.1955,NA,"B"
"M",0.53,0.41,0.165,0.732,NA,0.17,NA,"C"
"F",0.58,NA,0.155,0.8785,0.425,0.1685,NA,"B"
"F",0.5,0.4,0.165,0.7105,NA,0.1455,NA,"C"
"M",NA,0.45,0.145,0.959,NA,0.2065,NA,"B"
"M",0.63,0.49,0.18,1.13,0.458,0.2765,0.315,"C"
"I",NA,NA,0.07,0.0735,NA,0.02,0.025,"A"
"F",0.585,NA,0.165,0.998,NA,0.2495,0.315,"C"
"M",NA,0.41,0.135,0.862,0.2855,0.1525,NA,"C"
"I",NA,NA,0.09,0.2255,0.0885,0.04,NA,"A"
"F",NA,0.535,0.175,1.361,NA,0.2815,NA,"B"
"M",0.47,0.35,0.1,0.4775,NA,0.0885,NA,"A"
"F",NA,0.5,0.175,1.394,NA,0.291,0.4,"B"
"F",NA,NA,0.125,0.6905,NA,0.155,0.2,"C"
"I",0.295,NA,0.085,0.1285,NA,0.027,0.0365,"A"
"F",NA,0.325,0.11,0.3575,NA,0.0725,NA,"C"
"F",NA,0.5,0.185,1.1185,0.469,0.2585,NA,"B"
"I",0.5,NA,0.12,0.5445,0.249,0.1065,0.152,"A"
"M",0.515,NA,0.14,0.6335,0.288,0.145,NA,"B"
"F",0.6,NA,0.155,0.9735,NA,0.2045,0.3,"A"
"M",NA,0.45,0.145,0.877,NA,0.155,0.24,"B"
"M",0.55,0.42,0.16,1.3405,NA,0.311,NA,"B"
"I",0.565,NA,0.155,0.8715,NA,0.215,0.25,"B"
"F",NA,NA,0.15,0.813,NA,0.2015,0.23,"B"
"F",0.56,NA,0.195,0.981,0.305,0.2245,NA,"C"
"I",NA,0.305,0.09,0.328,NA,0.0615,0.082,"A"
"M",NA,NA,0.14,0.7605,0.245,0.167,0.185,"B"
"M",NA,NA,0.215,0.9615,NA,0.176,NA,"C"
"F",0.59,0.455,0.145,1.063,NA,0.2445,NA,"A"
"F",0.435,NA,0.11,0.38,NA,0.086,0.11,"B"
"F",NA,NA,0.13,0.8725,NA,0.1715,NA,"C"
"M",NA,0.415,0.145,0.852,NA,0.1885,0.205,"A"
"I",0.275,0.195,0.07,0.0875,0.0345,0.022,NA,"A"
"I",NA,NA,0.15,1.1815,0.581,0.2215,0.3095,"B"
"I",0.28,NA,0.08,0.132,NA,0.022,0.033,"A"
"F",NA,0.48,0.16,1.1125,NA,0.2445,NA,"A"
"I",0.425,NA,0.1,0.3055,NA,0.06,NA,"A"
"I",0.48,NA,0.115,0.5785,0.25,0.106,NA,"A"
"I",NA,0.36,0.125,0.4905,NA,0.1305,0.125,"A"
"I",NA,NA,0.1,0.239,NA,0.0555,0.07,"A"
"M",0.52,0.4,0.165,0.8565,NA,0.201,0.21,"C"
"I",NA,0.4,0.13,0.6455,NA,0.1245,0.17,"A"
"I",0.415,0.325,0.11,0.316,0.1385,0.0795,NA,"A"
"M",0.725,NA,0.2,1.51,NA,0.4265,NA,"B"
"M",NA,NA,0.13,0.5175,0.2075,0.1165,NA,"B"
"F",NA,0.36,0.11,0.4385,NA,0.098,NA,"B"
"M",NA,NA,0.145,0.8995,NA,0.1775,NA,"B"
"I",NA,NA,0.085,0.2005,0.105,0.037,NA,"A"
"I",NA,0.285,0.095,0.243,NA,0.0665,0.075,"A"
"M",NA,0.49,0.15,1.103,NA,0.2025,NA,"C"
"M",0.55,0.41,0.13,0.8705,NA,0.2115,NA,"B"
"M",0.6,0.47,0.16,1.194,NA,0.3045,NA,"B"
"M",0.475,0.385,0.145,0.6175,0.235,0.108,0.215,"C"
"F",NA,0.425,0.125,0.932,NA,0.213,0.335,"B"
"I",0.375,0.275,0.095,0.2465,0.11,0.0415,0.0775,"A"
"I",0.48,NA,0.115,0.4725,0.2065,0.112,NA,"A"
"M",0.4,0.305,0.13,0.2935,0.096,0.0675,NA,"B"
"F",NA,NA,0.125,0.5785,0.2775,0.085,0.155,"B"
"M",0.695,NA,0.175,1.5165,NA,0.4105,0.39,"C"
"M",NA,NA,0.155,0.968,NA,0.2455,0.2365,"B"
"F",NA,NA,0.115,0.415,NA,0.0925,0.131,"C"
"F",NA,NA,0.115,0.387,0.165,0.1005,NA,"C"
"I",0.32,0.225,0.085,0.1415,0.0675,0.0295,NA,"A"
"I",0.49,0.37,0.11,0.538,0.271,0.1035,NA,"A"
"I",0.405,0.305,0.1,0.268,NA,0.053,0.085,"A"
"I",NA,NA,0.14,0.622,NA,0.1455,0.169,"A"
"F",NA,NA,0.205,1.3645,0.6075,0.3025,NA,"B"
"I",NA,NA,0.095,0.25,NA,0.0545,0.08,"B"
"I",NA,NA,0.04,0.046,NA,0.007,NA,"A"
"M",NA,NA,0.09,0.2255,0.0995,0.0485,0.07,"A"
"I",NA,0.26,0.08,0.1795,NA,0.0315,0.06,"A"
"I",0.53,0.405,0.12,0.632,0.2715,0.148,NA,"B"
"I",0.46,NA,0.14,0.4935,NA,0.133,NA,"C"
"M",NA,NA,0.19,1.669,NA,0.2935,NA,"C"
"F",NA,NA,1.13,0.594,NA,0.116,0.1335,"A"
"F",NA,NA,0.185,1.285,NA,0.224,NA,"C"
"M",0.56,0.45,0.145,0.9355,0.425,0.1645,0.2725,"C"
"M",NA,0.515,0.165,1.217,NA,0.2065,0.3115,"B"
"M",0.33,0.255,0.095,0.1875,NA,0.045,NA,"A"
"I",NA,0.3,0.105,0.316,0.1255,0.07,0.1035,"A"
"I",0.535,0.455,0.14,1.0015,NA,0.1765,NA,"B"
"M",0.53,0.43,0.135,0.879,NA,0.2165,NA,"B"
"M",0.6,NA,0.205,1.176,NA,0.2875,NA,"B"
"F",0.585,NA,0.17,0.9325,0.365,0.271,0.29,"B"
"I",NA,NA,0.155,0.81,NA,0.111,NA,"B"
"F",0.62,0.48,0.165,1.043,NA,0.221,0.31,"B"
"M",0.595,NA,0.175,0.991,NA,0.2395,0.5,"C"
"I",NA,NA,0.15,0.806,0.376,0.171,0.245,"C"
"M",NA,NA,0.19,1.885,NA,0.41,NA,"B"
"M",0.68,NA,0.205,1.496,NA,0.337,NA,"C"
"M",0.45,0.35,0.13,0.4655,NA,0.1045,NA,"A"
"M",0.56,NA,0.195,0.8085,0.3025,0.1795,NA,"C"
"M",NA,0.51,0.17,1.3555,NA,0.305,NA,"B"
"M",0.645,NA,0.16,1.251,0.5355,0.3345,NA,"B"
"M",0.625,0.495,0.155,1.0485,NA,0.212,NA,"C"
"F",NA,NA,0.175,0.98,NA,0.207,0.38,"C"
"M",0.685,NA,0.165,1.545,0.686,0.3775,NA,"B"
"M",0.52,NA,0.105,0.872,NA,0.1615,0.1985,"B"
"M",NA,0.48,0.16,1.1415,0.5795,0.2145,NA,"B"
"F",0.68,NA,0.205,1.842,0.625,0.408,NA,"C"
"I",0.29,NA,0.065,0.097,NA,0.022,NA,"A"
"I",0.515,0.4,0.135,0.6965,0.32,0.1255,NA,"B"
"I",0.415,0.33,0.09,0.3595,NA,0.081,NA,"A"
"M",0.46,0.38,0.135,0.482,NA,0.1225,0.145,"B"
"M",0.425,NA,0.12,0.3755,NA,0.1065,0.105,"B"
"F",0.645,NA,0.155,1.2205,0.6145,0.236,NA,"B"
"F",0.62,0.47,0.2,1.2255,0.381,0.27,NA,"C"
"I",0.14,NA,0.035,0.014,0.0055,0.0025,NA,"A"
"M",0.57,NA,0.155,1.1935,NA,0.21,NA,"B"
"F",NA,0.515,0.16,1.264,NA,0.326,0.321,"B"
"M",0.605,0.475,0.18,0.9365,0.394,0.219,NA,"C"
"I",0.395,0.31,0.095,0.313,NA,0.072,NA,"A"
"F",NA,NA,0.11,0.3665,NA,0.081,NA,"C"
"M",NA,0.455,0.15,1.114,NA,0.2155,0.265,"A"
"M",NA,NA,0.16,1.1845,NA,0.311,NA,"B"
"M",0.645,0.5,0.175,1.3375,0.554,0.308,0.415,"B"
"M",0.67,0.51,0.175,1.5265,NA,0.4475,0.345,"B"
"M",0.555,NA,0.14,0.7495,NA,0.1645,NA,"A"
"F",0.455,0.35,0.14,0.5725,NA,0.1325,0.175,"B"
"M",NA,NA,0.155,0.9145,NA,0.1965,0.235,"B"
"M",NA,0.44,0.15,0.8725,NA,0.215,0.245,"A"
"I",NA,NA,0.1,0.377,NA,0.072,0.105,"A"
"F",NA,NA,0.185,1.5715,0.6935,0.318,0.47,"C"
"I",NA,0.345,0.11,0.3755,0.1525,0.058,0.125,"A"
"I",NA,0.27,0.1,0.2985,0.1445,0.061,NA,"A"
"M",NA,NA,0.16,1.164,NA,0.2635,0.335,"C"
"I",0.54,0.395,0.135,0.6555,NA,0.155,0.192,"B"
"F",NA,0.545,0.13,1.556,0.6725,0.374,0.195,"C"
"I",0.285,0.215,0.07,0.1075,0.051,0.0225,NA,"A"
"I",0.5,0.365,0.125,0.528,0.229,0.103,NA,"B"
"M",NA,NA,0.13,0.92,NA,0.2385,0.29,"C"
"M",0.41,NA,0.1,0.301,NA,0.069,0.09,"B"
"F",0.61,NA,0.165,1.0835,0.4525,0.273,0.317,"B"
"F",0.665,0.5,0.175,1.742,NA,0.3025,NA,"C"
"M",NA,0.405,0.15,0.8315,0.352,0.187,NA,"B"
"M",NA,NA,0.155,1.3635,0.583,0.2985,NA,"B"
"I",0.53,NA,0.11,0.5745,NA,0.1235,0.189,"B"
"I",NA,0.425,0.13,0.7675,0.419,0.1205,0.21,"B"
"M",NA,0.52,0.17,1.1445,0.53,0.223,NA,"B"
"F",0.565,0.45,0.165,0.9765,0.322,0.244,0.37,"C"
"I",0.485,0.37,0.115,0.637,0.38,0.1335,0.128,"A"
"I",0.45,NA,0.095,0.3245,NA,0.064,0.105,"A"
"M",0.74,NA,0.185,1.65,NA,0.4505,NA,"C"
"I",0.365,0.27,0.085,0.1875,NA,0.042,0.058,"A"
"I",0.25,NA,0.065,0.0835,0.039,0.015,NA,"A"
"F",0.68,0.5,0.185,1.741,NA,0.3255,NA,"C"
"M",0.585,0.46,0.165,1.1135,NA,0.2345,NA,"B"
"I",NA,0.405,0.15,0.6755,0.3015,0.1465,0.21,"B"
"F",0.745,0.585,0.19,1.966,NA,0.437,NA,"C"
"I",0.39,0.3,0.1,0.3085,0.1385,0.0735,NA,"A"
"M",NA,NA,0.155,1.229,0.535,0.29,NA,"C"
"I",NA,NA,0.14,0.7635,0.326,0.153,0.265,"B"
"M",0.56,0.41,0.165,0.93,NA,0.237,0.3,"C"
"M",0.63,0.47,0.155,1.1325,0.589,0.211,0.287,"A"
"M",0.54,NA,0.19,0.6855,0.293,0.163,NA,"B"
"M",NA,0.4,0.145,0.6025,0.216,0.138,0.21,"C"
"I",0.52,NA,0.115,0.6645,0.3285,0.17,NA,"A"
"M",0.625,NA,0.155,1.177,0.5055,0.278,NA,"B"
"F",NA,0.455,0.12,0.94,NA,0.257,NA,"C"
"F",0.535,NA,0.135,0.8215,0.3935,0.196,0.205,"A"
"I",0.255,NA,0.065,0.074,NA,0.0165,0.02,"A"
"F",NA,0.53,0.18,1.5175,NA,0.302,0.401,"B"
"I",0.5,NA,0.14,0.6215,0.2925,0.1205,NA,"B"
"I",0.42,NA,0.1,0.3435,NA,0.0795,0.09,"A"
"F",NA,NA,0.22,1.359,0.642,0.3255,NA,"C"
"M",0.58,NA,0.16,0.984,NA,0.201,NA,"B"
"I",0.4,NA,0.11,0.2985,0.1375,0.071,NA,"A"
"M",0.615,0.475,0.155,1.0735,NA,0.2585,NA,"C"
"M",0.69,0.54,0.185,1.71,NA,0.3855,NA,"A"
"F",NA,0.275,0.08,0.227,NA,0.0625,0.07,"A"
"I",0.365,NA,0.075,0.2215,NA,0.0445,NA,"A"
"F",NA,0.535,0.205,1.4415,NA,0.2775,0.49,"B"
"M",NA,0.4,0.125,0.559,0.254,0.139,0.149,"A"
"I",NA,NA,0.095,0.183,0.075,0.0385,0.06,"A"
"I",NA,0.45,0.135,0.728,0.2845,0.1845,NA,"B"
"M",NA,NA,0.14,1.004,NA,0.2165,0.26,"B"
"M",NA,0.35,0.14,0.451,NA,0.0705,NA,"C"
"F",0.505,NA,0.115,0.5895,NA,0.12,0.167,"B"
"F",0.45,0.36,0.105,0.4715,0.2035,0.0935,NA,"B"
"M",NA,0.445,0.145,0.876,NA,0.1615,0.27,"B"
"I",0.265,0.195,0.06,0.092,NA,0.025,NA,"A"
"M",NA,0.48,0.15,1.1785,NA,0.248,0.3235,"A"
"I",0.41,NA,0.11,0.326,NA,0.075,0.101,"A"
"F",NA,0.58,0.2,1.787,0.585,0.453,NA,"C"
"I",0.54,0.42,0.14,0.74,0.3595,0.159,NA,"A"
"I",NA,0.465,0.15,0.9605,0.4495,0.1725,NA,"B"
"F",0.65,0.545,0.23,1.752,NA,0.2895,NA,"C"
"I",NA,NA,0.11,0.329,NA,0.0455,NA,"A"
"F",NA,NA,0.125,0.8305,NA,0.1785,0.23,"C"
"I",NA,NA,0.11,0.33,0.157,0.0705,0.17,"A"
"F",NA,NA,0.115,0.776,NA,0.1845,NA,"A"
"F",0.535,0.4,0.15,1.224,NA,0.275,NA,"B"
"I",0.55,NA,0.165,0.8605,0.312,0.169,NA,"C"
"I",0.455,0.365,0.135,0.441,NA,0.1165,0.145,"B"
"I",0.185,NA,0.04,0.027,NA,0.0055,0.009,"A"
"M",NA,NA,0.16,1.31,NA,0.369,0.345,"C"
"M",0.355,NA,0.095,0.2455,0.0955,0.062,0.075,"C"
"F",0.69,0.54,0.195,1.2525,NA,0.3975,0.462,"C"
"I",0.35,NA,0.075,0.18,0.09,0.0245,0.055,"A"
"M",NA,0.395,0.135,1.007,0.472,0.2495,0.252,"A"
"F",0.565,NA,0.155,0.9245,0.405,0.2195,0.255,"C"
"I",NA,NA,0.14,0.8565,0.3595,0.16,NA,"B"
"I",0.295,NA,0.07,0.126,NA,0.0275,NA,"A"
"M",NA,0.39,0.125,0.5215,0.2485,0.117,0.131,"A"
"F",0.475,NA,0.12,0.5305,NA,0.1155,0.17,"B"
"I",NA,0.235,0.09,0.183,0.098,0.0335,NA,"A"
"M",NA,0.515,0.17,1.275,NA,0.286,0.34,"C"
"M",NA,0.525,0.185,1.488,NA,0.337,0.378,"C"
"M",0.61,0.365,0.155,1.0765,NA,0.249,NA,"B"
"M",NA,NA,0.155,0.832,NA,0.174,0.277,"C"
"I",NA,0.415,0.145,0.7815,NA,0.16,0.2215,"A"
"F",NA,NA,0.2,1.9965,NA,0.469,NA,"B"
"I",NA,NA,0.09,0.384,0.1795,0.068,0.11,"A"
"I",NA,0.215,0.08,0.099,0.037,0.0255,0.045,"A"
"M",NA,NA,0.15,1.192,NA,0.2595,NA,"B"
"I",NA,0.355,0.165,0.435,NA,0.105,0.14,"C"
"F",NA,NA,0.15,0.9645,NA,0.189,NA,"B"
"I",NA,0.425,0.15,0.639,NA,0.1345,0.217,"B"
"M",NA,NA,0.095,0.219,NA,0.0515,0.07,"A"
"I",0.42,0.315,0.115,0.355,NA,0.065,NA,"A"
"F",0.595,0.47,0.155,1.1775,NA,0.269,NA,"B"
"M",0.6,0.47,0.13,1.0105,0.423,0.219,NA,"B"
"F",0.52,NA,0.17,0.8705,0.3735,0.219,0.25,"C"
"F",NA,0.5,0.15,1.159,0.4675,0.3355,0.31,"B"
"I",NA,0.32,0.11,0.3625,NA,0.0635,NA,"A"
"F",NA,NA,0.155,1.116,NA,0.238,0.34,"B"
"F",0.72,NA,0.215,2.226,NA,0.405,NA,"C"
"M",0.665,NA,0.16,1.289,NA,0.253,0.3665,"C"
"I",NA,NA,0.09,0.3625,NA,0.0835,NA,"A"
"I",0.595,NA,0.15,0.8335,0.377,0.1925,NA,"A"
"F",NA,0.37,0.14,0.585,NA,0.115,0.195,"B"
"F",NA,NA,0.14,0.6915,0.276,0.137,NA,"C"
"F",NA,0.56,0.215,1.719,NA,0.299,NA,"C"
"M",0.63,NA,0.18,1.2435,NA,0.308,0.37,"C"
"M",NA,NA,0.165,1.1895,NA,0.3,0.35,"C"
"I",0.37,NA,0.1,0.221,0.1165,0.0265,NA,"A"
"F",0.45,0.345,0.12,0.4165,NA,0.095,0.135,"B"
"I",0.505,NA,0.125,0.601,NA,0.1205,0.185,"A"
"F",0.65,0.525,0.19,1.385,NA,0.3095,0.405,"C"
"I",NA,NA,0.1,0.2575,NA,0.061,0.086,"A"
"I",NA,0.345,0.16,0.869,0.3085,0.185,NA,"B"
"M",0.625,0.495,0.18,1.0815,NA,0.254,NA,"B"
"I",NA,NA,0.125,0.591,NA,0.141,NA,"B"
"M",0.54,0.415,0.13,0.8245,0.272,0.226,NA,"C"
"I",0.535,NA,0.17,0.781,0.3055,0.1555,0.295,"C"
"I",0.57,0.43,0.145,0.833,0.354,0.144,0.2815,"B"
"I",0.315,NA,0.07,0.144,0.053,0.0305,NA,"A"
"M",NA,NA,0.105,0.2905,NA,0.0685,0.0875,"C"
"F",NA,NA,0.12,0.444,NA,0.1145,NA,"C"
"I",NA,0.2,0.065,0.092,NA,0.0235,0.027,"A"
"F",0.64,0.5,0.15,1.2015,NA,0.231,NA,"B"
"F",0.655,NA,0.175,1.6525,NA,0.3365,NA,"B"
"M",NA,0.465,0.175,0.995,0.3895,0.183,NA,"C"
"I",NA,0.38,0.12,0.529,0.2165,0.139,0.155,"C"
"F",0.54,NA,0.175,0.892,NA,0.174,NA,"C"
"F",NA,NA,0.15,1.293,NA,0.3135,NA,"B"
"I",0.66,0.525,0.215,1.786,NA,0.3615,NA,"C"
"I",NA,0.27,0.1,0.2255,NA,0.042,NA,"A"
"I",NA,NA,0.11,0.445,0.1635,0.096,NA,"A"
"M",0.6,0.475,0.15,1.089,NA,0.223,NA,"C"
"I",0.54,0.42,0.14,0.6665,NA,0.138,0.1895,"B"
"F",NA,NA,0.135,0.3975,NA,0.0945,0.135,"A"
"M",0.235,NA,0.06,0.0545,0.0265,0.0095,0.015,"A"
"M",0.55,NA,0.145,0.7385,NA,0.1485,NA,"C"
"M",0.615,0.455,0.15,0.9335,0.382,0.247,NA,"B"
"F",NA,NA,0.165,1.2945,NA,0.2605,NA,"B"
"I",0.55,0.435,0.14,0.7535,NA,0.1555,0.2325,"B"
"I",0.58,NA,0.16,0.728,NA,0.19,NA,"C"
"M",NA,0.485,0.175,1.3,NA,0.2945,NA,"C"
"F",0.46,NA,0.13,0.458,NA,0.1055,NA,"C"
"F",0.38,0.305,0.095,0.2815,0.1255,0.0525,NA,"A"
"I",0.53,0.43,0.14,0.677,NA,0.0965,NA,"A"
"M",NA,0.365,0.155,1.029,NA,0.2285,NA,"A"
"I",NA,NA,0.05,0.046,NA,0.012,NA,"A"
"F",NA,0.325,0.11,0.3555,0.151,0.063,NA,"B"
"M",0.48,NA,0.13,0.5305,NA,0.127,0.139,"A"
"I",NA,0.21,0.085,0.1075,0.0415,0.024,0.034,"A"
"I",NA,NA,0.145,0.4485,NA,0.102,0.123,"A"
"M",0.695,0.54,0.195,1.691,NA,0.363,NA,"C"
"M",NA,NA,0.15,0.717,NA,0.1445,NA,"B"
"M",NA,0.55,0.175,1.825,NA,0.3805,0.44,"C"
"M",0.59,NA,0.185,1.283,0.473,0.276,NA,"C"
"M",NA,0.45,0.16,0.955,NA,0.1685,0.27,"C"
"I",0.355,NA,0.085,0.2905,NA,0.0395,NA,"A"
"M",NA,0.39,0.135,0.592,NA,0.096,NA,"C"
"I",0.19,NA,0.03,0.0295,NA,0.015,0.01,"A"
"I",0.27,NA,0.08,0.081,NA,0.0195,0.03,"A"
"F",0.63,0.505,0.165,1.065,0.4595,0.216,0.315,"C"
"I",0.175,0.125,0.04,0.028,NA,0.008,NA,"A"
"M",0.7,NA,0.205,2.13,NA,0.49,0.58,"C"
"I",0.36,0.275,0.075,0.2205,NA,0.044,NA,"A"
"F",0.55,NA,0.145,0.8285,NA,0.1905,0.25,"C"
"M",0.675,0.525,0.16,1.2835,0.572,0.2755,NA,"C"
"F",0.645,0.52,0.21,1.5535,0.616,0.3655,0.474,"C"
"F",NA,0.54,0.16,1.6675,NA,0.3775,0.475,"C"
"F",0.45,NA,0.165,0.8165,0.25,0.1915,NA,"C"
"M",NA,NA,0.16,1.2425,0.487,0.296,0.48,"C"
"M",0.61,NA,0.175,1.214,0.5315,0.2835,NA,"B"
"M",0.59,0.45,0.12,0.7485,NA,0.1315,NA,"C"
"F",NA,0.385,0.13,0.768,0.2625,0.095,NA,"C"
"I",NA,NA,0.105,0.271,NA,0.0525,0.0735,"B"
"F",0.675,0.565,0.195,1.8375,0.7645,0.3615,NA,"C"
"M",NA,NA,0.16,1.146,0.597,0.246,NA,"A"
