F1	F2	F3	F4	F5	F6	F7	F8	class
M	0.685	0.52	0.15	1.343	0.4635	0.292	0.4	C
M	0.195	0.145	0.05	0.032	0.01	0.008	NA	A
M	0.565	0.435	0.15	0.99	0.5795	0.1825	0.206	A
M	0.63	0.465	0.15	1.027	0.537	0.188	NA	A
F	0.57	0.455	0.165	1.0595	0.44	0.2195	0.285	C
M	0.625	0.515	0.17	1.331	0.5725	0.3005	NA	B
I	0.585	0.46	0.145	0.8465	0.339	0.167	0.295	B
M	0.48	0.38	0.135	0.528	0.2	0.1395	0.16	C
I	0.605	0.47	0.14	0.939	0.3385	0.201	0.32	C
F	0.45	0.35	0.125	0.4435	0.185	0.09	0.145	C
F	0.65	0.495	0.155	1.337	0.615	0.3195	0.335	B
I	0.255	0.19	0.07	0.0815	0.028	0.016	NA	A
M	0.56	0.455	0.165	0.86	0.4015	0.1695	0.245	C
I	0.44	0.345	0.13	0.4495	0.209	0.0835	0.134	A
M	0.345	0.27	0.095	0.197	0.0665	0.05	0.07	B
M	0.525	0.405	0.135	0.7575	0.3305	0.216	0.195	B
M	0.625	0.49	0.165	1.1165	0.4895	0.2615	NA	C
I	0.495	0.39	0.125	0.6655	0.284	0.162	0.2	C
I	0.65	0.525	0.18	1.626	0.597	0.3445	0.53	C
I	0.595	0.43	0.165	0.9845	0.4525	0.207	0.2725	A
I	0.395	0.29	0.095	0.3	0.158	0.068	0.078	A
F	0.65	0.59	0.22	1.662	0.77	0.378	0.435	C
I	0.255	0.19	0.05	0.083	0.0295	0.0215	0.027	A
M	0.395	0.305	0.105	0.282	0.0975	0.065	NA	B
I	0.52	0.415	0.16	0.595	0.2105	0.142	0.26	C
F	0.665	0.535	0.19	1.496	0.5775	0.2815	NA	C
M	0.575	0.45	0.13	0.785	0.318	0.193	NA	B
M	0.625	0.52	0.175	1.4105	0.691	0.322	0.3465	B
I	0.31	0.235	0.07	0.151	0.063	0.0405	0.045	A
M	0.56	0.45	0.155	0.9125	0.3595	0.271	0.35	B
I	0.485	0.375	0.125	0.562	0.2505	0.1345	0.1525	A
F	0.625	0.5	0.15	0.953	0.3445	0.2235	0.305	C
I	0.555	0.46	0.145	0.9005	0.3845	0.158	NA	C
I	0.625	0.43	0.175	1.411	0.572	0.297	0.395	C
F	0.59	0.455	0.165	1.161	0.38	0.2455	0.28	C
M	0.65	0.525	0.19	1.4995	0.6265	0.4005	NA	C
F	0.4	0.305	0.16	0.368	0.173	0.0705	0.105	A
M	0.64	0.575	0.175	1.4585	0.625	0.266	NA	C
F	0.535	0.415	0.185	0.8415	0.314	0.1585	0.3	C
I	0.36	0.25	0.115	0.465	0.21	0.1055	NA	A
F	0.72	0.565	0.17	1.613	0.723	0.3255	NA	C
I	0.465	0.36	0.105	0.452	0.22	0.159	0.1035	B
F	0.645	0.52	0.175	1.3345	0.667	0.2665	0.355	B
F	0.585	0.45	0.15	0.938	0.467	0.203	NA	A
M	0.61	0.475	0.175	1.024	0.409	0.261	NA	B
M	0.555	0.4	0.13	0.7075	0.332	0.1585	0.18	A
F	0.535	0.42	0.13	0.699	0.3125	0.1565	0.2035	A
M	0.605	0.475	0.145	0.884	0.3835	0.1905	0.27	A
I	0.63	0.465	0.15	1.0315	0.4265	0.24	0.325	C
I	0.275	0.195	0.09	0.1125	0.0545	0.0295	NA	A
M	0.565	0.45	0.115	0.9085	0.398	0.197	0.29	C
I	0.435	0.325	0.11	0.367	0.1595	0.08	0.105	A
F	0.63	0.48	0.16	1.199	0.5265	0.335	0.315	C
M	0.56	0.415	0.13	0.7615	0.3695	0.17	0.1955	A
F	0.56	0.435	0.125	0.8775	0.3345	0.2145	NA	C
F	0.58	0.46	0.15	1.1155	0.5575	0.2255	0.29	A
M	0.525	0.405	0.13	0.7185	0.3265	0.1975	0.175	A
F	0.525	0.415	0.14	0.724	0.3475	0.173	0.175	A
F	0.495	0.385	0.13	0.6905	0.3125	0.179	0.175	B
I	0.435	0.335	0.11	0.411	0.2025	0.0945	0.1	A
I	0.46	0.35	0.1	0.471	0.252	0.077	0.123	A
I	0.46	0.34	0.1	0.386	0.1805	0.0875	NA	A
I	0.16	0.11	0.025	0.018	0.0065	0.0055	0.005	A
I	0.45	0.34	0.125	0.4045	0.171	0.07	0.1345	A
I	0.535	0.45	0.155	0.8075	0.3655	0.148	0.2595	B
M	0.51	0.4	0.13	0.6435	0.27	0.1665	0.205	C
M	0.38	0.29	0.12	0.283	0.1175	0.0655	0.085	B
M	0.595	0.455	0.15	1.044	0.518	0.2205	0.27	B
I	0.5	0.375	0.14	0.5495	0.248	0.112	NA	A
M	0.48	0.375	0.115	0.6765	0.3205	0.1065	0.17	A
I	0.325	0.245	0.07	0.161	0.0755	0.0255	0.045	A
M	0.55	0.43	0.13	0.8395	0.3155	0.1955	0.2405	B
M	0.53	0.41	0.165	0.732	0.189	0.17	0.31	C
F	0.58	0.435	0.155	0.8785	0.425	0.1685	0.2425	B
F	0.5	0.4	0.165	0.7105	0.27	0.1455	0.225	C
M	0.595	0.45	0.145	0.959	0.463	0.2065	NA	B
M	0.63	0.49	0.18	1.13	0.458	0.2765	0.315	C
I	0.255	0.195	0.07	0.0735	0.0255	0.02	0.025	A
F	0.585	0.455	0.165	0.998	0.345	0.2495	0.315	C
M	0.535	0.41	0.135	0.862	0.2855	0.1525	0.32	C
I	0.36	0.28	0.09	0.2255	0.0885	0.04	0.09	A
F	0.695	0.535	0.175	1.361	0.5465	0.2815	NA	B
M	0.47	0.35	0.1	0.4775	0.1885	0.0885	0.175	A
F	0.64	0.5	0.175	1.394	0.4935	0.291	0.4	B
F	0.48	0.39	0.125	0.6905	0.219	0.155	0.2	C
I	0.295	0.22	0.085	0.1285	0.0585	0.027	NA	A
F	0.405	0.325	0.11	0.3575	0.145	0.0725	0.11	C
F	0.605	0.5	0.185	1.1185	0.469	0.2585	0.335	B
I	0.5	0.37	0.12	0.5445	0.249	0.1065	0.152	A
M	0.515	0.4	0.14	0.6335	0.288	0.145	0.168	B
F	0.6	0.46	0.155	0.9735	0.427	0.2045	0.3	A
M	0.6	0.45	0.145	0.877	0.4325	0.155	0.24	B
M	0.55	0.42	0.16	1.3405	0.6325	0.311	0.344	B
I	0.565	0.46	0.155	0.8715	0.3755	0.215	0.25	B
F	0.52	0.425	0.15	0.813	0.385	0.2015	NA	B
F	0.56	0.445	0.195	0.981	0.305	0.2245	NA	C
I	0.42	0.305	0.09	0.328	0.168	0.0615	0.082	A
M	0.49	0.38	0.14	0.7605	0.245	0.167	0.185	B
M	0.615	0.485	0.215	0.9615	0.422	0.176	0.29	C
F	0.59	0.455	0.145	1.063	0.5155	0.2445	0.25	A
F	0.435	0.335	0.11	0.38	0.1695	0.086	0.11	B
F	0.61	0.45	0.13	0.8725	0.389	0.1715	NA	C
M	0.56	0.415	0.145	0.852	0.43	0.1885	0.205	A
I	0.275	0.195	0.07	0.0875	0.0345	0.022	NA	A
I	0.565	0.465	0.15	1.1815	0.581	0.2215	NA	B
I	0.28	0.215	0.08	0.132	0.072	0.022	NA	A
F	0.62	0.48	0.16	1.1125	0.5635	0.2445	NA	A
I	0.425	0.32	0.1	0.3055	0.126	0.06	NA	A
I	0.48	0.355	0.115	0.5785	0.25	0.106	0.184	A
I	0.475	0.36	0.125	0.4905	0.205	0.1305	0.125	A
I	0.375	0.285	0.1	0.239	0.105	0.0555	0.07	A
M	0.52	0.4	0.165	0.8565	0.2745	0.201	0.21	C
I	0.525	0.4	0.13	0.6455	0.325	0.1245	0.17	A
I	0.415	0.325	0.11	0.316	0.1385	0.0795	0.0925	A
M	0.725	0.55	0.2	1.51	0.8735	0.4265	NA	B
M	0.475	0.375	0.13	0.5175	0.2075	0.1165	0.17	B
F	0.455	0.36	0.11	0.4385	0.206	0.098	NA	B
M	0.56	0.43	0.145	0.8995	0.464	0.1775	NA	B
I	0.345	0.255	0.085	0.2005	0.105	0.037	0.05	A
I	0.38	0.285	0.095	0.243	0.0895	0.0665	0.075	A
M	0.61	0.49	0.15	1.103	0.425	0.2025	0.36	C
M	0.55	0.41	0.13	0.8705	0.4455	0.2115	0.213	B
M	0.6	0.47	0.16	1.194	0.5625	0.3045	NA	B
M	0.475	0.385	0.145	0.6175	0.235	0.108	0.215	C
F	0.56	0.425	0.125	0.932	0.361	0.213	0.335	B
I	0.375	0.275	0.095	0.2465	0.11	0.0415	NA	A
I	0.48	0.355	0.115	0.4725	0.2065	0.112	NA	A
M	0.4	0.305	0.13	0.2935	0.096	0.0675	0.105	B
F	0.475	0.375	0.125	0.5785	0.2775	0.085	0.155	B
M	0.695	0.515	0.175	1.5165	0.578	0.4105	0.39	C
M	0.485	0.37	0.155	0.968	0.419	0.2455	NA	B
F	0.44	0.355	0.115	0.415	0.1585	0.0925	0.131	C
F	0.41	0.32	0.115	0.387	0.165	0.1005	NA	C
I	0.32	0.225	0.085	0.1415	0.0675	0.0295	NA	A
I	0.49	0.37	0.11	0.538	0.271	0.1035	0.139	A
I	0.405	0.305	0.1	0.268	0.1145	0.053	0.085	A
I	0.52	0.4	0.14	0.622	0.278	0.1455	NA	A
F	0.67	0.505	0.205	1.3645	0.6075	0.3025	NA	B
I	0.365	0.295	0.095	0.25	0.1075	0.0545	0.08	B
I	0.2	0.15	0.04	0.046	0.021	0.007	NA	A
M	0.35	0.265	0.09	0.2255	0.0995	0.0485	0.07	A
I	0.36	0.26	0.08	0.1795	0.074	0.0315	0.06	A
I	0.53	0.405	0.12	0.632	0.2715	0.148	NA	B
I	0.46	0.355	0.14	0.4935	0.216	0.133	0.115	C
M	0.67	0.535	0.19	1.669	0.7465	0.2935	NA	C
F	0.455	0.355	1.13	0.594	0.332	0.116	0.1335	A
F	0.595	0.495	0.185	1.285	0.416	0.224	0.485	C
M	0.56	0.45	0.145	0.9355	0.425	0.1645	NA	C
M	0.625	0.515	0.165	1.217	0.667	0.2065	NA	B
M	0.33	0.255	0.095	0.1875	0.0735	0.045	0.06	A
I	0.42	0.3	0.105	0.316	0.1255	0.07	0.1035	A
I	0.535	0.455	0.14	1.0015	0.53	0.1765	0.244	B
M	0.53	0.43	0.135	0.879	0.28	0.2165	0.25	B
M	0.6	0.475	0.205	1.176	0.5255	0.2875	0.308	B
F	0.585	0.46	0.17	0.9325	0.365	0.271	0.29	B
I	0.53	0.42	0.155	0.81	0.4725	0.111	NA	B
F	0.62	0.48	0.165	1.043	0.4835	0.221	0.31	B
M	0.595	0.47	0.175	0.991	0.382	0.2395	NA	C
I	0.55	0.425	0.15	0.806	0.376	0.171	0.245	C
M	0.685	0.55	0.19	1.885	0.89	0.41	NA	B
M	0.68	0.53	0.205	1.496	0.5825	0.337	0.465	C
M	0.45	0.35	0.13	0.4655	0.2075	0.1045	0.135	A
M	0.56	0.42	0.195	0.8085	0.3025	0.1795	0.285	C
M	0.635	0.51	0.17	1.3555	0.619	0.305	0.39	B
M	0.645	0.49	0.16	1.251	0.5355	0.3345	NA	B
M	0.625	0.495	0.155	1.0485	0.487	0.212	NA	C
F	0.545	0.405	0.175	0.98	0.2585	0.207	0.38	C
M	0.685	0.51	0.165	1.545	0.686	0.3775	NA	B
M	0.52	0.4	0.105	0.872	0.4515	0.1615	NA	B
M	0.625	0.48	0.16	1.1415	0.5795	0.2145	0.29	B
F	0.68	0.57	0.205	1.842	0.625	0.408	NA	C
I	0.29	0.21	0.065	0.097	0.0375	0.022	0.03	A
I	0.515	0.4	0.135	0.6965	0.32	0.1255	0.175	B
I	0.415	0.33	0.09	0.3595	0.17	0.081	0.09	A
M	0.46	0.38	0.135	0.482	0.207	0.1225	0.145	B
M	0.425	0.325	0.12	0.3755	0.142	0.1065	0.105	B
F	0.645	0.5	0.155	1.2205	0.6145	0.236	0.3185	B
F	0.62	0.47	0.2	1.2255	0.381	0.27	NA	C
I	0.14	0.105	0.035	0.014	0.0055	0.0025	NA	A
M	0.57	0.45	0.155	1.1935	0.513	0.21	NA	B
F	0.625	0.515	0.16	1.264	0.5715	0.326	NA	B
M	0.605	0.475	0.18	0.9365	0.394	0.219	0.295	C
I	0.395	0.31	0.095	0.313	0.131	0.072	NA	A
F	0.425	0.345	0.11	0.3665	0.125	0.081	0.117	C
M	0.58	0.455	0.15	1.114	0.4765	0.2155	0.265	A
M	0.645	0.515	0.16	1.1845	0.506	0.311	0.335	B
M	0.645	0.5	0.175	1.3375	0.554	0.308	NA	B
M	0.67	0.51	0.175	1.5265	0.651	0.4475	0.345	B
M	0.555	0.435	0.14	0.7495	0.341	0.1645	0.214	A
F	0.455	0.35	0.14	0.5725	0.1965	0.1325	0.175	B
M	0.585	0.465	0.155	0.9145	0.4555	0.1965	0.235	B
M	0.59	0.44	0.15	0.8725	0.387	0.215	0.245	A
I	0.425	0.315	0.1	0.377	0.1645	0.072	0.105	A
F	0.69	0.54	0.185	1.5715	0.6935	0.318	0.47	C
I	0.46	0.345	0.11	0.3755	0.1525	0.058	0.125	A
I	0.395	0.27	0.1	0.2985	0.1445	0.061	0.082	A
M	0.6	0.475	0.16	1.164	0.5045	0.2635	0.335	C
I	0.54	0.395	0.135	0.6555	0.2705	0.155	0.192	B
F	0.7	0.545	0.13	1.556	0.6725	0.374	0.195	C
I	0.285	0.215	0.07	0.1075	0.051	0.0225	NA	A
I	0.5	0.365	0.125	0.528	0.229	0.103	NA	B
M	0.55	0.45	0.13	0.92	0.378	0.2385	0.29	C
M	0.41	0.3	0.1	0.301	0.124	0.069	0.09	B
F	0.61	0.495	0.165	1.0835	0.4525	0.273	0.317	B
F	0.665	0.5	0.175	1.742	0.595	0.3025	NA	C
M	0.53	0.405	0.15	0.8315	0.352	0.187	NA	B
M	0.635	0.495	0.155	1.3635	0.583	0.2985	0.295	B
I	0.53	0.415	0.11	0.5745	0.2525	0.1235	0.189	B
I	0.53	0.425	0.13	0.7675	0.419	0.1205	0.21	B
M	0.655	0.52	0.17	1.1445	0.53	0.223	0.348	B
F	0.565	0.45	0.165	0.9765	0.322	0.244	0.37	C
I	0.485	0.37	0.115	0.637	0.38	0.1335	0.128	A
I	0.45	0.34	0.095	0.3245	0.1385	0.064	0.105	A
M	0.74	0.535	0.185	1.65	0.734	0.4505	0.335	C
I	0.365	0.27	0.085	0.1875	0.081	0.042	0.058	A
I	0.25	0.19	0.065	0.0835	0.039	0.015	0.025	A
F	0.68	0.5	0.185	1.741	0.7665	0.3255	NA	C
M	0.585	0.46	0.165	1.1135	0.5825	0.2345	NA	B
I	0.55	0.405	0.15	0.6755	0.3015	0.1465	0.21	B
F	0.745	0.585	0.19	1.966	0.8435	0.437	NA	C
I	0.39	0.3	0.1	0.3085	0.1385	0.0735	0.085	A
M	0.63	0.49	0.155	1.229	0.535	0.29	0.335	C
I	0.585	0.46	0.14	0.7635	0.326	0.153	0.265	B
M	0.56	0.41	0.165	0.93	0.3505	0.237	0.3	C
M	0.63	0.47	0.155	1.1325	0.589	0.211	0.287	A
M	0.54	0.42	0.19	0.6855	0.293	0.163	0.38	B
M	0.5	0.4	0.145	0.6025	0.216	0.138	0.21	C
I	0.52	0.38	0.115	0.6645	0.3285	0.17	NA	A
M	0.625	0.495	0.155	1.177	0.5055	0.278	0.345	B
F	0.58	0.455	0.12	0.94	0.399	0.257	0.265	C
F	0.535	0.4	0.135	0.8215	0.3935	0.196	0.205	A
I	0.255	0.185	0.065	0.074	0.0305	0.0165	0.02	A
F	0.66	0.53	0.18	1.5175	0.7765	0.302	NA	B
I	0.5	0.395	0.14	0.6215	0.2925	0.1205	0.195	B
I	0.42	0.315	0.1	0.3435	0.157	0.0795	0.09	A
F	0.655	0.5	0.22	1.359	0.642	0.3255	0.405	C
M	0.58	0.445	0.16	0.984	0.49	0.201	0.27	B
I	0.4	0.3	0.11	0.2985	0.1375	0.071	0.075	A
M	0.615	0.475	0.155	1.0735	0.4375	0.2585	0.31	C
M	0.69	0.54	0.185	1.71	0.7725	0.3855	NA	A
F	0.37	0.275	0.08	0.227	0.093	0.0625	0.07	A
I	0.365	0.27	0.075	0.2215	0.095	0.0445	0.07	A
F	0.66	0.535	0.205	1.4415	0.5925	0.2775	0.49	B
M	0.52	0.4	0.125	0.559	0.254	0.139	NA	A
I	0.345	0.255	0.095	0.183	0.075	0.0385	0.06	A
I	0.535	0.45	0.135	0.728	0.2845	0.1845	0.265	B
M	0.59	0.46	0.14	1.004	0.496	0.2165	0.26	B
M	0.44	0.35	0.14	0.451	0.171	0.0705	0.184	C
F	0.505	0.375	0.115	0.5895	0.2635	0.12	0.167	B
F	0.45	0.36	0.105	0.4715	0.2035	0.0935	0.149	B
M	0.575	0.445	0.145	0.876	0.3795	0.1615	0.27	B
I	0.265	0.195	0.06	0.092	0.0345	0.025	0.0245	A
M	0.63	0.48	0.15	1.1785	0.5185	0.248	NA	A
I	0.41	0.325	0.11	0.326	0.1325	0.075	NA	A
F	0.68	0.58	0.2	1.787	0.585	0.453	NA	C
I	0.54	0.42	0.14	0.74	0.3595	0.159	0.1985	A
I	0.61	0.465	0.15	0.9605	0.4495	0.1725	NA	B
F	0.65	0.545	0.23	1.752	0.5605	0.2895	NA	C
I	0.4	0.29	0.11	0.329	0.188	0.0455	0.0825	A
F	0.565	0.445	0.125	0.8305	0.3135	0.1785	0.23	C
I	0.41	0.335	0.11	0.33	0.157	0.0705	0.17	A
F	0.52	0.405	0.115	0.776	0.32	0.1845	0.22	A
F	0.535	0.4	0.15	1.224	0.618	0.275	NA	B
I	0.55	0.44	0.165	0.8605	0.312	0.169	0.3	C
I	0.455	0.365	0.135	0.441	0.1515	0.1165	0.145	B
I	0.185	0.135	0.04	0.027	0.0105	0.0055	0.009	A
M	0.655	0.515	0.16	1.31	0.553	0.369	0.345	C
M	0.355	0.28	0.095	0.2455	0.0955	0.062	0.075	C
F	0.69	0.54	0.195	1.2525	0.73	0.3975	NA	C
I	0.35	0.26	0.075	0.18	0.09	0.0245	0.055	A
M	0.515	0.395	0.135	1.007	0.472	0.2495	NA	A
F	0.565	0.49	0.155	0.9245	0.405	0.2195	0.255	C
I	0.62	0.47	0.14	0.8565	0.3595	0.16	0.295	B
I	0.295	0.22	0.07	0.126	0.0515	0.0275	0.035	A
M	0.5	0.39	0.125	0.5215	0.2485	0.117	0.131	A
F	0.475	0.39	0.12	0.5305	0.2135	0.1155	0.17	B
I	0.32	0.235	0.09	0.183	0.098	0.0335	0.042	A
M	0.635	0.515	0.17	1.275	0.509	0.286	NA	C
M	0.65	0.525	0.185	1.488	0.665	0.337	NA	C
M	0.61	0.365	0.155	1.0765	0.488	0.249	0.27	B
M	0.57	0.455	0.155	0.832	0.3585	0.174	0.277	C
I	0.55	0.415	0.145	0.7815	0.373	0.16	0.2215	A
F	0.72	0.55	0.2	1.9965	0.9035	0.469	NA	B
I	0.46	0.34	0.09	0.384	0.1795	0.068	0.11	A
I	0.26	0.215	0.08	0.099	0.037	0.0255	0.045	A
M	0.645	0.48	0.15	1.192	0.6055	0.2595	0.285	B
I	0.44	0.355	0.165	0.435	0.159	0.105	0.14	C
F	0.57	0.45	0.15	0.9645	0.531	0.189	0.209	B
I	0.55	0.425	0.15	0.639	0.269	0.1345	NA	B
M	0.38	0.27	0.095	0.219	0.0835	0.0515	0.07	A
I	0.42	0.315	0.115	0.355	0.1895	0.065	NA	A
F	0.595	0.47	0.155	1.1775	0.542	0.269	0.31	B
M	0.6	0.47	0.13	1.0105	0.423	0.219	NA	B
F	0.52	0.41	0.17	0.8705	0.3735	0.219	0.25	C
F	0.645	0.5	0.15	1.159	0.4675	0.3355	0.31	B
I	0.42	0.32	0.11	0.3625	0.174	0.0635	NA	A
F	0.575	0.47	0.155	1.116	0.509	0.238	0.34	B
F	0.72	0.575	0.215	2.226	0.8955	0.405	0.62	C
M	0.665	0.505	0.16	1.289	0.6145	0.253	NA	C
I	0.415	0.315	0.09	0.3625	0.175	0.0835	0.093	A
I	0.595	0.46	0.15	0.8335	0.377	0.1925	0.235	A
F	0.49	0.37	0.14	0.585	0.243	0.115	0.195	B
F	0.52	0.405	0.14	0.6915	0.276	0.137	0.215	C
F	0.69	0.56	0.215	1.719	0.68	0.299	NA	C
M	0.63	0.485	0.18	1.2435	0.5175	0.308	0.37	C
M	0.64	0.53	0.165	1.1895	0.4765	0.3	0.35	C
I	0.37	0.28	0.1	0.221	0.1165	0.0265	NA	A
F	0.45	0.345	0.12	0.4165	0.1655	0.095	0.135	B
I	0.505	0.355	0.125	0.601	0.25	0.1205	0.185	A
F	0.65	0.525	0.19	1.385	0.8875	0.3095	0.405	C
I	0.385	0.29	0.1	0.2575	0.1	0.061	0.086	A
I	0.485	0.345	0.16	0.869	0.3085	0.185	0.319	B
M	0.625	0.495	0.18	1.0815	0.4715	0.254	NA	B
I	0.485	0.39	0.125	0.591	0.287	0.141	0.12	B
M	0.54	0.415	0.13	0.8245	0.272	0.226	0.24	C
I	0.535	0.45	0.17	0.781	0.3055	0.1555	0.295	C
I	0.57	0.43	0.145	0.833	0.354	0.144	NA	B
I	0.315	0.23	0.07	0.144	0.053	0.0305	0.04	A
M	0.385	0.285	0.105	0.2905	0.1215	0.0685	0.0875	C
F	0.43	0.335	0.12	0.444	0.155	0.1145	0.14	C
I	0.275	0.2	0.065	0.092	0.0385	0.0235	0.027	A
F	0.64	0.5	0.15	1.2015	0.559	0.231	NA	B
F	0.655	0.51	0.175	1.6525	0.8515	0.3365	0.403	B
M	0.565	0.465	0.175	0.995	0.3895	0.183	0.37	C
I	0.49	0.38	0.12	0.529	0.2165	0.139	0.155	C
F	0.54	0.435	0.175	0.892	0.322	0.174	0.335	C
F	0.62	0.5	0.15	1.293	0.596	0.3135	0.354	B
I	0.66	0.525	0.215	1.786	0.6725	0.3615	NA	C
I	0.355	0.27	0.1	0.2255	0.11	0.042	NA	A
I	0.465	0.37	0.11	0.445	0.1635	0.096	0.166	A
M	0.6	0.475	0.15	1.089	0.5195	0.223	NA	C
I	0.54	0.42	0.14	0.6665	0.3125	0.138	NA	B
F	0.44	0.34	0.135	0.3975	0.1505	0.0945	0.135	A
M	0.235	0.16	0.06	0.0545	0.0265	0.0095	0.015	A
M	0.55	0.42	0.145	0.7385	0.321	0.1485	0.252	C
M	0.615	0.455	0.15	0.9335	0.382	0.247	NA	B
F	0.635	0.485	0.165	1.2945	0.668	0.2605	NA	B
I	0.55	0.435	0.14	0.7535	0.3285	0.1555	0.2325	B
I	0.58	0.42	0.16	0.728	0.2725	0.19	0.19	C
M	0.63	0.485	0.175	1.3	0.4335	0.2945	0.46	C
F	0.46	0.355	0.13	0.458	0.192	0.1055	0.13	C
F	0.38	0.305	0.095	0.2815	0.1255	0.0525	0.09	A
I	0.53	0.43	0.14	0.677	0.298	0.0965	0.23	A
M	0.485	0.365	0.155	1.029	0.4235	0.2285	NA	A
I	0.205	0.14	0.05	0.046	0.0165	0.012	NA	A
F	0.405	0.325	0.11	0.3555	0.151	0.063	0.117	B
M	0.48	0.365	0.13	0.5305	0.2405	0.127	NA	A
I	0.28	0.21	0.085	0.1075	0.0415	0.024	0.034	A
I	0.47	0.355	0.145	0.4485	0.156	0.102	0.123	A
M	0.695	0.54	0.195	1.691	0.768	0.363	NA	C
M	0.535	0.435	0.15	0.717	0.3475	0.1445	0.194	B
M	0.715	0.55	0.175	1.825	0.938	0.3805	0.44	C
M	0.59	0.45	0.185	1.283	0.473	0.276	0.425	C
M	0.575	0.45	0.16	0.955	0.44	0.1685	0.27	C
I	0.355	0.28	0.085	0.2905	0.095	0.0395	NA	A
M	0.49	0.39	0.135	0.592	0.242	0.096	NA	C
I	0.19	0.13	0.03	0.0295	0.0155	0.015	0.01	A
I	0.27	0.19	0.08	0.081	0.0265	0.0195	0.03	A
F	0.63	0.505	0.165	1.065	0.4595	0.216	0.315	C
I	0.175	0.125	0.04	0.028	0.0095	0.008	0.009	A
M	0.7	0.58	0.205	2.13	0.7415	0.49	0.58	C
I	0.36	0.275	0.075	0.2205	0.0985	0.044	0.066	A
F	0.55	0.41	0.145	0.8285	0.3095	0.1905	NA	C
M	0.675	0.525	0.16	1.2835	0.572	0.2755	NA	C
F	0.645	0.52	0.21	1.5535	0.616	0.3655	0.474	C
F	0.685	0.54	0.16	1.6675	0.833	0.3775	0.475	C
F	0.45	0.38	0.165	0.8165	0.25	0.1915	0.265	C
M	0.65	0.545	0.16	1.2425	0.487	0.296	0.48	C
M	0.61	0.47	0.175	1.214	0.5315	0.2835	0.325	B
M	0.59	0.45	0.12	0.7485	0.3345	0.1315	0.22	C
F	0.5	0.385	0.13	0.768	0.2625	0.095	0.27	C
I	0.355	0.27	0.105	0.271	0.1425	0.0525	NA	B
F	0.675	0.565	0.195	1.8375	0.7645	0.3615	NA	C
M	0.61	0.49	0.16	1.146	0.597	0.246	0.265	A
M	0.58	0.455	0.15	1.012	0.4985	0.2115	0.2835	B
M	0.65	0.52	0.155	1.368	0.6185	0.288	0.365	B
I	0.51	0.395	0.105	0.5525	0.234	0.127	0.165	A
F	0.69	0.545	0.205	1.933	0.7855	0.429	0.498	C
M	0.39	0.28	0.125	0.564	0.3035	0.0955	NA	A
M	0.655	0.535	0.205	1.6445	0.7305	0.3595	0.46	C
I	0.545	0.43	0.15	0.742	0.3525	0.158	0.208	B
I	0.37	0.29	0.08	0.2545	0.108	0.0565	0.07	A
M	0.625	0.505	0.185	1.1565	0.52	0.2405	NA	B
F	0.55	0.44	0.125	0.765	0.33	0.2125	0.245	B
F	0.605	0.485	0.165	1.0105	0.435	0.209	0.3	C
F	0.67	0.54	0.165	1.5015	0.518	0.358	NA	C
F	0.68	0.505	0.17	1.3435	0.657	0.297	0.355	C
M	0.65	0.515	0.175	1.466	0.677	0.3045	0.4	B
F	0.575	0.48	0.15	0.8745	0.375	0.193	0.29	C
F	0.705	0.535	0.22	1.866	0.929	0.3835	0.4395	B
F	0.615	0.525	0.155	1.0385	0.427	0.2315	NA	C
M	0.49	0.395	0.12	0.674	0.3325	0.1235	0.185	B
M	0.62	0.495	0.195	1.5145	0.579	0.346	NA	C
I	0.46	0.36	0.105	0.466	0.2225	0.099	0.11	A
I	0.545	0.425	0.14	0.8145	0.305	0.231	NA	B
M	0.59	0.47	0.15	0.9955	0.481	0.232	0.24	A
F	0.63	0.5	0.16	1.22	0.4905	0.3	0.345	C
F	0.655	0.53	0.19	1.428	0.493	0.318	0.565	C
M	0.53	0.435	0.155	0.699	0.288	0.1595	0.205	B
M	0.57	0.46	0.17	0.9035	0.4075	0.1935	0.214	A
M	0.63	0.48	0.165	1.286	0.604	0.271	0.35	A
M	0.575	0.45	0.155	0.9765	0.495	0.2145	NA	B
M	0.47	0.375	0.12	0.5565	0.226	0.122	0.195	C
F	0.6	0.48	0.165	1.1345	0.4535	0.27	0.335	B
F	0.65	0.52	0.195	1.6275	0.689	0.3905	NA	C
M	0.615	0.46	0.17	1.0565	0.4815	0.272	0.27	B
I	0.585	0.475	0.16	1.0505	0.48	0.234	0.285	B
F	0.63	0.475	0.175	1.423	0.4155	0.3385	0.49	C
F	0.66	0.5	0.155	1.3765	0.6485	0.288	0.335	C
M	0.565	0.47	0.195	1.142	0.387	0.258	0.35	C
I	0.195	0.135	0.04	0.0325	0.0135	0.005	0.0095	A
I	0.57	0.425	0.14	0.7655	0.331	0.14	0.24	B
M	0.315	0.25	0.09	0.203	0.0615	0.037	0.0795	C
F	0.605	0.48	0.175	1.1685	0.4815	0.2305	NA	B
F	0.505	0.425	0.14	0.85	0.275	0.1625	0.285	C
M	0.64	0.515	0.165	1.369	0.632	0.3415	NA	B
M	0.6	0.49	0.21	1.9875	1.005	0.419	NA	B
F	0.67	0.52	0.19	1.32	0.5235	0.3095	0.4275	C
F	0.52	0.395	0.18	0.64	0.158	0.11	0.245	C
I	0.545	0.43	0.13	0.7595	0.358	0.153	0.2055	A
